% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.338069V  K_gimbal=26.049690  samples=6753

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[rad/s]         Error[rad/s]           disturbance[V]      
        7.7306424000         8.3875644945         2.6088936166         1.3429439823         4.5396418060         0.1269907893        -0.1269907893         1.4682585140
        7.7356845000        11.5139054134         2.6459880945         1.3403916554         4.5294342961         0.0605034650        -0.0605034650         1.4682585140
        7.7407687000        19.4028206288         2.7395911909         1.3352870017         4.5319861736        -0.0724711834         0.0724711834         1.4631561198
        7.7459125000         7.4148209401         2.5973518766         1.3429439823         4.5294342961         0.1269907893        -0.1269907893         1.4963216818
        7.7507966000         6.3408670738         2.5846092618         1.3429439823         4.5319861736         0.1269907893        -0.1269907893         1.4606049228
        7.7558624000        26.2683871339         2.7542004232         1.3301823480         4.5319861736        -0.2054458319         0.2054458319         1.4708097111
        7.7620511000        23.8055360382         2.7512491862         1.3327346748         4.5294342961        -0.1389585076         0.1389585076         1.4708097111
        7.7667393000       -12.8219528511         2.3572396891         1.3557056165         4.5396418060         0.4594274104        -0.4594274104         1.4708097111
        7.7714555000         8.4944644383         2.6101619996         1.3403916554         4.5268824187         0.0605034650        -0.0605034650         1.4657073169
        7.7757265000        12.1830848684         2.6539280035         1.3378393285         4.5421936834        -0.0059838592         0.0059838592         1.4657073169
        7.7808892000         3.8331004538         2.5548542557         1.3429439823         4.5319861736         0.1269907893        -0.1269907893         1.4759121052
        7.7855825000        23.7606205140         2.7511953066         1.3301823480         4.5268824187        -0.2054458319         0.2054458319         1.4682585140
        7.7906169000         4.4965902770         2.5627266564         1.3429439823         4.5396418060         0.1269907893        -0.1269907893         1.4682585140
        7.7956750000        -0.7776583746         2.5001469491         1.3454963091         4.5345380510         0.1934781135        -0.1934781135         1.5192824555
        7.8006235000        31.1884665302         2.7600779760         1.3250776943         4.5268824187        -0.3384204803         0.3384204803         1.5141800613
        7.8057398000         0.4481109598         2.5146908758         1.3454963091         4.5345380510         0.1934781135        -0.1934781135         1.4631561198
        7.8105440000       -13.7890067737         2.3457654573         1.3531532897         4.5345380510         0.3929400862        -0.3929400862         1.4631561198
        7.8163766000        12.2899848122         2.6551963865         1.3352870017         4.5421936834        -0.0724711834         0.0724711834         1.4657073169
        7.8206569000        -3.8983096618         2.4631199795         1.3454963091         4.5396418060         0.1934781135        -0.1934781135         1.4631561198
        7.8256677000        11.2666361019         2.6430542091         1.3352870017         4.5345380510        -0.0724711834         0.0724711834         1.4708097111
        7.8305718000         7.6792259838         2.6004890799         1.3378393285         4.5345380510        -0.0059838592         0.0059838592         1.4606049228
        7.8354980000        -4.8710532161         2.4515782394         1.3454963091         4.5319861736         0.1934781135        -0.1934781135         1.4606049228
        7.8404833000         6.0935977622         2.5816753764         1.3378393285         4.5345380510        -0.0059838592         0.0059838592         1.4708097111
