% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.338197V  K_gimbal=26.049690  samples=12001

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[rad/s]         Error[rad/s]           disturbance[V]      
       42.7262925000       -12.0691378755         2.3661719454         1.3480486360         4.4835005019         0.2566410715        -0.2566410715         1.4580537257
       42.7312846000        -1.6386524328         2.4899311326         1.3403916554         4.4835005019         0.0571790988        -0.0571790988         1.4631561198
       42.7357817000         6.2783767581         2.5838678054         1.3352870017         4.4732929920        -0.0757955496         0.0757955496         1.4708097111
       42.7405230000         6.9193754009         2.5914733451         1.3352870017         4.4783967469        -0.0757955496         0.0757955496         1.4708097111
       42.7454948000        -0.8402155269         2.4994046996         1.3403916554         4.4809486244         0.0571790988        -0.0571790988         1.4708097111
       42.7505330000        -9.7243654772         2.3939930020         1.3454963091         4.4860523793         0.1901537473        -0.1901537473         1.4657073169
       42.7556123000         9.6689890473         2.6240979005         1.3327346748         4.4758448695        -0.1422828738         0.1422828738         1.4657073169
       42.7607980000        -5.9289119399         2.4390265958         1.3429439823         4.4886042568         0.1236664231        -0.1236664231         1.4657073169
       42.7655068000         1.4258377398         2.5262917426         1.3378393285         4.4835005019        -0.0093082254         0.0093082254         1.4733609081
       42.7705340000         1.5045568714         2.5272257562         1.3378393285         4.4911561342        -0.0093082254         0.0093082254         1.4682585140
       42.7756911000        14.1841603589         2.6776710476         1.3301823480         4.4758448695        -0.2087701981         0.2087701981         1.4682585140
       42.7808474000        20.1500128093         2.7468573339         1.3276300211         4.4783967469        -0.2752575223         0.2752575223         1.4682585140
       42.7857400000         9.8769656298         2.6265655721         1.3352870017         4.4809486244        -0.0757955496         0.0757955496         1.4606049228
       42.7911380000       -10.4835096540         2.3849856488         1.3480486360         4.4860523793         0.2566410715        -0.2566410715         1.4657073169
       42.7959498000        -8.4536137819         2.4090706509         1.3454963091         4.4886042568         0.1901537473        -0.1901537473         1.4657073169
       42.8009377000         2.5391511720         2.5395013641         1.3378393285         4.4835005019        -0.0093082254         0.0093082254         1.4759121052
       42.8064136000        11.0184598742         2.6401095630         1.3327346748         4.4732929920        -0.1422828738         0.1422828738         1.4657073169
       42.8106261000        -8.7797358984         2.4052011658         1.3454963091         4.4886042568         0.1901537473        -0.1901537473         1.4631561198
       42.8163736000        -1.9872657298         2.4857947865         1.3403916554         4.4835005019         0.0571790988        -0.0571790988         1.4682585140
       42.8212871000       -10.8714156800         2.3803830889         1.3454963091         4.4886042568         0.1901537473        -0.1901537473         1.4657073169
       42.8256279000       -12.4795350820         2.3613025244         1.3454963091         4.4835005019         0.1901537473        -0.1901537473         1.4606049228
       42.8307800000       -14.0876544840         2.3422219599         1.3454963091         4.4835005019         0.1901537473        -0.1901537473         1.4631561198
       42.8355323000         5.3057000404         2.5723268583         1.3327346748         4.4758448695        -0.1422828738         0.1422828738         1.4682585140
       42.8407596000        -1.8916113762         2.4869297389         1.3378393285         4.4860523793        -0.0093082254         0.0093082254         1.4708097111
       42.8455721000        -1.8128922446         2.4878637526         1.3378393285         4.4835005019        -0.0093082254         0.0093082254         1.4580537257
       42.8512421000       -14.3350574690         2.3392864884         1.3454963091         4.4886042568         0.1901537473        -0.1901537473         1.4657073169
       42.8558102000       -20.1434716563         2.2718145047         1.3480486360         4.4886042568         0.2566410715        -0.2566410715         1.4657073169
       42.8610412000         2.8878981423         2.5436392963         1.3327346748         4.4835005019        -0.1422828738         0.1422828738         1.4708097111
       42.8655486000         4.0911762963         2.5579163621         1.3327346748         4.4783967469        -0.1422828738         0.1422828738         1.4682585140
       42.8704782000        -7.3064299057         2.4226821501         1.3403916554         4.4835005019         0.0571790988        -0.0571790988         1.4580537257
       42.8754901000       -20.3908746412         2.2713721824         1.3480486360         4.4835005019         0.2566410715        -0.2566410715         1.4555025286
       42.8805673000       -18.3609787691         2.2915183619         1.3454963091         4.4911561342         0.1901537473        -0.1901537473         1.4657073169
       42.8855368000       -11.5685086005         2.3721119826         1.3403916554         4.4835005019         0.0571790988        -0.0571790988         1.4504001345
       42.8904676000       -41.4541324773         2.2347291264         1.3582579434         4.4835005019         0.5225903684        -0.5225903684         1.4452977403
       42.8955827000       -45.8736494353         2.2272859852         1.3582579434         4.4758448695         0.5225903684        -0.5225903684         1.4376441491
       42.9004588000       -71.2946403197         2.1860034547         1.3710195777         4.4783967469         0.8550269896        -0.8550269896         1.4248881637
       42.9054829000      -112.1279131161         2.1245649496         1.3914381925         4.4835005019         1.3869255834        -1.3869255834         1.4146833754
       42.9105075000      -144.8585376461         2.0789547095         1.4041998268         4.4783967469         1.7193622045        -1.7193622045         1.3993761929
       42.9154961000      -125.7967275232         2.1051642297         1.3837812120         4.4758448695         1.1874636107        -1.1874636107         1.3968249959
       42.9204868000       -47.6328491018         2.2243459581         1.3301823480         4.4758448695        -0.2087701981         0.2087701981         1.3764154192
       42.9255055000      -104.6714184309         2.1353795336         1.3659149240         4.4681892371         0.7220523411        -0.7220523411         1.3917226017
       42.9304890000       -81.3757104254         2.1703100419         1.3480486360         4.4681892371         0.2566410715        -0.2566410715         1.3968249959
       42.9355161000       -87.7464041239         2.1605777938         1.3506009628         4.4605336047         0.3231283957        -0.3231283957         1.3993761929
       42.9404991000       -69.4776086218         2.1888714458         1.3378393285         4.4503260949        -0.0093082254         0.0093082254         1.4095809812
       42.9455049000       -73.5991842755         2.1823835024         1.3403916554         4.4401185851         0.0571790988        -0.0571790988         1.3942737988
       42.9504838000       -65.6821550845         2.1949019831         1.3352870017         4.4426704625        -0.0757955496         0.0757955496         1.3891714046
       42.9554627000       -77.6420407977         2.1760797402         1.3429439823         4.4299110752         0.1236664231        -0.1236664231         1.3738642222
       42.9605017000      -103.8896494003         2.1365232364         1.3582579434         4.4273591978         0.5225903684        -0.5225903684         1.3815178134
       42.9655157000      -108.3091663583         2.1300824111         1.3582579434         4.4145998105         0.5225903684        -0.5225903684         1.3713130251
       42.9705177000      -125.3295676722         2.1058185947         1.3659149240         4.4094960556         0.7220523411        -0.7220523411         1.3636594339
       42.9757759000      -106.2341544519         2.1330989716         1.3506009628         4.3992885457         0.3231283957        -0.3231283957         1.3738642222
       42.9807122000      -121.5677172322         2.1111099392         1.3582579434         4.3941847908         0.5225903684        -0.5225903684         1.3738642222
       42.9862833000      -130.1875289755         2.0990428948         1.3608102703         4.3916329133         0.5890776926        -0.5890776926         1.3687618280
       42.9907969000      -126.7687358741         2.1038046229         1.3557056165         4.3763216486         0.4561030442        -0.4561030442         1.3687618280
       42.9957331000      -134.8262681062         2.0926317354         1.3582579434         4.3737697711         0.5225903684        -0.5225903684         1.3636594339
       43.0006368000      -151.8466694201         2.0695730832         1.3659149240         4.3584585064         0.7220523411        -0.7220523411         1.3534546456
       43.0058932000      -132.7512561999         2.0954926017         1.3506009628         4.3456991191         0.3231283957        -0.3231283957         1.3534546456
       43.0107545000      -139.6842294096         2.0859773229         1.3531532897         4.3405953642         0.3896157200        -0.3896157200         1.3636594339
       43.0165296000      -147.1794821305         2.0758259482         1.3557056165         4.3303878543         0.4561030442        -0.4561030442         1.3560058426
       43.0209716000      -155.2370143626         2.0650625759         1.3582579434         4.3176284670         0.5225903684        -0.5225903684         1.3509034485
       43.0258795000      -138.6550573940         2.0873820674         1.3454963091         4.3125247121         0.1901537473        -0.1901537473         1.3534546456
       43.0308922000      -157.0643559373         2.0626423010         1.3557056165         4.3048690797         0.4561030442        -0.4561030442         1.3509034485
       43.0358035000      -131.5195298869         2.0971961469         1.3378393285         4.2793503051        -0.0093082254         0.0093082254         1.3560058426
       43.0408766000      -123.0402211848         2.1090340551         1.3327346748         4.2742465502        -0.1422828738         0.1422828738         1.3585570397
       43.0460889000      -142.8384169573         2.0816885779         1.3454963091         4.2716946728         0.1901537473        -0.1901537473         1.3458010543
       43.0508608000      -165.4480102858         2.0516323723         1.3582579434         4.2563834080         0.5225903684        -0.5225903684         1.3432498573
       43.0557257000      -144.6657585320         2.0792151716         1.3429439823         4.2385202658         0.1236664231        -0.1236664231         1.3432498573
       43.0608444000      -162.5127775641         2.0554698366         1.3531532897         4.2283127560         0.3896157200        -0.3896157200         1.3381474631
       43.0658034000      -128.0050824319         2.1020789871         1.3301823480         4.2078977363        -0.2087701981         0.2087701981         1.3458010543
       43.0709494000      -151.4412934786         2.0701141630         1.3454963091         4.2078977363         0.1901537473        -0.1901537473         1.3534546456
       43.0755148000      -127.8476441688         2.1022985020         1.3301823480         4.1900345941        -0.2087701981         0.2087701981         1.3330450690
       43.0804910000      -134.4826760743         2.0931046791         1.3352870017         4.1696195744        -0.0757955496         0.0757955496         1.3432498573
       43.0854911000      -150.6428565727         2.0711810014         1.3454963091         4.1747233293         0.1901537473        -0.1901537473         1.3432498573
       43.0905551000      -164.8518603306         2.0524102899         1.3531532897         4.1594120646         0.3896157200        -0.3896157200         1.3381474631
       43.0957700000      -155.5459339103         2.0646528910         1.3454963091         4.1441007998         0.1901537473        -0.1901537473         1.3279426748
       43.1008986000      -140.3528741711         2.0850660981         1.3352870017         4.1287895351        -0.0757955496         0.0757955496         1.3406986602
       43.1068430000      -160.7133494549         2.0578314880         1.3480486360         4.1083745154         0.2566410715        -0.2566410715         1.3355962660
       43.1108852000      -133.4816848710         2.0944842617         1.3301823480         4.0981670056        -0.2087701981         0.2087701981         1.3406986602
       43.1156955000      -169.5187802735         2.0463401894         1.3531532897         4.0981670056         0.3896157200        -0.3896157200         1.3381474631
       43.1208575000      -177.0140329944         2.0366835410         1.3557056165         4.0828557408         0.4561030442        -0.4561030442         1.3381474631
       43.1258647000      -130.4677330176         2.0986540152         1.3250776943         4.0624407211        -0.3417448465         0.3417448465         1.3279426748
       43.1305954000      -186.3817433243         2.0247654945         1.3608102703         4.0573369662         0.5890776926        -0.5890776926         1.3330450690
       43.1355394000      -157.7611815111         2.0617213382         1.3403916554         4.0471294564         0.0571790988        -0.0571790988         1.3279426748
       43.1405310000      -183.4465106025         2.0284824536         1.3557056165         4.0267144367         0.4561030442        -0.4561030442         1.3355962660
       43.1455075000      -162.1019793375         2.0560083716         1.3403916554         4.0088512945         0.0571790988        -0.0571790988         1.3228402807
       43.1505314000      -170.9861292877         2.0444408999         1.3454963091         3.9986437847         0.1901537473        -0.1901537473         1.3304938719
       43.1555419000      -151.5927747632         2.0699119272         1.3327346748         3.9756768875        -0.1422828738         0.1422828738         1.3304938719
       43.1605469000      -162.9903809652         2.0548441786         1.3403916554         3.9705731326         0.0571790988        -0.0571790988         1.3228402807
       43.1655633000      -171.8745309154         2.0432930918         1.3454963091         3.9629175002         0.1901537473        -0.1901537473         1.3253914777
       43.1706287000      -156.6814711762         2.0631488033         1.3352870017         3.9399506031        -0.0757955496         0.0757955496         1.3253914777
       43.1757020000      -177.0419464600         2.0366477839         1.3480486360         3.9348468482         0.2566410715        -0.2566410715         1.3330450690
       43.1805419000      -149.8102818761         2.0722950380         1.3301823480         3.9144318285        -0.2087701981         0.2087701981         1.3330450690
       43.1854982000      -181.6470824933         2.0307688593         1.3506009628         3.9093280736         0.3231283957        -0.3231283957         1.3330450690
       43.1904836000      -159.1779922059         2.0598521228         1.3352870017         3.8889130539        -0.0757955496         0.0757955496         1.3304938719
       43.1954471000      -183.7387622750         2.0281116698         1.3506009628         3.8736017892         0.3231283957        -0.3231283957         1.3202890836
       43.2008998000      -144.4684928464         2.0794817890         1.3250776943         3.8582905244        -0.3417448465         0.3417448465         1.3304938719
       43.2055018000      -166.7801448706         2.0498967586         1.3403916554         3.8404273822         0.0571790988        -0.0571790988         1.3253914777
       43.2105131000      -129.4610521826         2.1000521078         1.3174207137         3.8276679949        -0.5412068192         0.5412068192         1.3253914777
       43.2156064000      -162.6867500291         2.0552418770         1.3403916554         3.8123567301         0.0571790988        -0.0571790988         1.3355962660
       43.2204879000      -142.1688364823         2.0825969425         1.3276300211         3.8021492203        -0.2752575223         0.2752575223         1.3228402807
       43.2262992000      -169.2430628030         2.0466975572         1.3454963091         3.7893898330         0.1901537473        -0.1901537473         1.3202890836
       43.2308454000      -166.6508874197         2.0500650035         1.3429439823         3.7766304457         0.1236664231        -0.1236664231         1.3279426748
       43.2357365000      -171.8970220959         2.0432640539         1.3454963091         3.7689748133         0.1901537473        -0.1901537473         1.3279426748
       43.2407995000      -190.3063206391         2.0198195918         1.3557056165         3.7562154260         0.4561030442        -0.4561030442         1.3228402807
       43.2458832000      -164.7614945888         2.0525282737         1.3378393285         3.7409041613        -0.0093082254         0.0093082254         1.3228402807
       43.2512669000      -164.6827754572         2.0526310655         1.3378393285         3.7230410191        -0.0093082254         0.0093082254         1.3381474631
       43.2554826000      -139.4022876138         2.0863618876         1.3225253674         3.7051778769        -0.4082321708         0.4082321708         1.3253914777
       43.2608338000      -169.5522496975         2.0462968190         1.3429439823         3.6975222445         0.1236664231        -0.1236664231         1.3330450690
       43.2654832000      -153.7969104471         2.0669752765         1.3327346748         3.6771072248        -0.1422828738         0.1422828738         1.3355962660
       43.2712482000      -165.1945166491         2.0519630654         1.3403916554         3.6592440826         0.0571790988        -0.0571790988         1.3355962660
       43.2762796000      -148.8768978875         2.0735458986         1.3301823480         3.6490365728        -0.2087701981         0.2087701981         1.3228402807
       43.2812688000      -159.7122245782         2.0591484517         1.3378393285         3.6286215531        -0.0093082254         0.0093082254         1.3381474631
       43.2855246000      -138.6320315202         2.0874135266         1.3250776943         3.6235177982        -0.3417448465         0.3417448465         1.3330450690
       43.2904867000      -160.9436835444         2.0575287961         1.3403916554         3.6031027785         0.0571790988        -0.0571790988         1.3406986602
       43.2955109000      -148.8263595682         2.0736136854         1.3327346748         3.5928952687        -0.1422828738         0.1422828738         1.3304938719
       43.3008057000      -164.4242605554         2.0529687274         1.3429439823         3.5877915138         0.1236664231        -0.1236664231         1.3202890836
       43.3056682000      -169.6703952315         2.0461437416         1.3454963091         3.5750321265         0.1901537473        -0.1901537473         1.3432498573
       43.3105660000      -146.0767459217         2.0773108802         1.3301823480         3.5546171068        -0.2087701981         0.2087701981         1.3458010543
       43.3162451000      -152.7117778272         2.0684196415         1.3352870017         3.5469614744        -0.0757955496         0.0757955496         1.3432498573
       43.3208346000      -143.6701896138         2.0805617159         1.3301823480         3.5342020871        -0.2087701981         0.2087701981         1.3406986602
       43.3259415000      -154.5055163046         2.0660335397         1.3378393285         3.5214426998        -0.0093082254         0.0093082254         1.3534546456
       43.3305717000      -116.6241441053         2.1181241086         1.3148683868         3.5035795576        -0.6076941434         0.6076941434         1.3483522514
       43.3355292000      -161.8884467966         2.0562884449         1.3454963091         3.4984758027         0.1901537473        -0.1901537473         1.3458010543
       43.3409373000      -117.2933235603         2.1171705512         1.3174207137         3.4806126605        -0.5412068192         0.5412068192         1.3534546456
       43.3463597000      -142.1184318363         2.0826653671         1.3352870017         3.4627495183        -0.0757955496         0.0757955496         1.3483522514
       43.3506614000      -124.6762540523         2.1067347171         1.3250776943         3.4550938859        -0.3417448465         0.3417448465         1.3458010543
       43.3564718000      -125.9864321501         2.1048986755         1.3276300211         3.4321269888        -0.2752575223         0.2752575223         1.3534546456
       43.3615012000       -94.2565314766         2.1507749245         1.3097637331         3.4168157240        -0.7406687919         0.7406687919         1.3611082368
       43.3662810000      -125.7953907896         2.1051661013         1.3327346748         3.4219194789        -0.1422828738         0.1422828738         1.3534546456
       43.3717915000      -103.5906387092         2.1369611820         1.3199730405         3.4015044592        -0.4747194950         0.4747194950         1.3713130251
       43.3763643000       -86.9750786434         2.1617486895         1.3123160600         3.3810894396        -0.6741814677         0.6741814677         1.3611082368
       43.3806215000       -81.2735643999         2.1704672343         1.3123160600         3.3708819297        -0.6741814677         0.6741814677         1.3636594339
       43.3855510000      -121.7752927946         2.1108169387         1.3403916554         3.3708819297         0.0571790988        -0.0571790988         1.3611082368
       43.3904966000      -101.2573792478         2.1403881995         1.3276300211         3.3606744199        -0.2752575223         0.2752575223         1.3585570397
       43.3954660000      -103.1298368567         2.1376366408         1.3301823480         3.3351556453        -0.2087701981         0.2087701981         1.3662106309
       43.4004751000       -71.9622156945         2.1849528266         1.3123160600         3.3223962580        -0.6741814677         0.6741814677         1.3713130251
       43.4054704000       -87.2621753775         2.1613126312         1.3250776943         3.3198443806        -0.3417448465         0.3417448465         1.3662106309
       43.4104694000       -84.3720586899         2.1657151788         1.3250776943         3.3070849933        -0.3417448465         0.3417448465         1.3687618280
       43.4155028000       -81.4819420024         2.1701466010         1.3250776943         3.2968774834        -0.3417448465         0.3417448465         1.3738642222
       43.4205439000       -95.3930044561         2.1490780333         1.3352870017         3.2892218510        -0.0757955496         0.0757955496         1.3713130251
       43.4254921000       -77.9508266721         2.1756006895         1.3250776943         3.2713587088        -0.3417448465         0.3417448465         1.3815178134
       43.4305658000       -54.0592360580         2.2137139168         1.3123160600         3.2688068314        -0.6741814677         0.6741814677         1.3840690105
       43.4356053000       -69.3591957410         2.1890587738         1.3250776943         3.2585993215        -0.3417448465         0.3417448465         1.3917226017
       43.4408920000       -53.8681946976         2.2140275682         1.3174207137         3.2483918117        -0.5412068192         0.5412068192         1.3891714046
       43.4455379000       -61.8921238324         2.2009784708         1.3250776943         3.2407361793        -0.3417448465         0.3417448465         1.3968249959
       43.4509277000       -54.8017123595         2.2124963094         1.3225253674         3.2305286695        -0.4082321708         0.4082321708         1.3891714046
       43.4555070000       -55.5496109461         2.2112720380         1.3250776943         3.2152174047        -0.3417448465         0.3417448465         1.3942737988
       43.4605431000       -56.8597890439         2.2091327106         1.3276300211         3.2203211597        -0.2752575223         0.2752575223         1.3815178134
       43.4665322000       -67.1328362234         2.1925906170         1.3352870017         3.2126655273        -0.0757955496         0.0757955496         1.3993761929
       43.4708053000       -45.4903636542         2.2279282509         1.3225253674         3.1948023851        -0.4082321708         0.4082321708         1.3993761929
       43.4763003000       -46.2382622407         2.2266755776         1.3250776943         3.1896986301        -0.3417448465         0.3417448465         1.3993761929
       43.4812548000       -34.9475559826         2.2458387470         1.3199730405         3.1743873654        -0.4747194950         0.4747194950         1.4044785871
       43.4863408000       -39.3334698433         2.2383300192         1.3250776943         3.1718354879        -0.3417448465         0.3417448465         1.4070297842
       43.4915931000       -44.8439427263         2.2290128373         1.3301823480         3.1641798556        -0.2087701981         0.2087701981         1.4146833754
       43.4964146000       -26.2772059200         2.2609316701         1.3199730405         3.1539723457        -0.4747194950         0.4747194950         1.4121321783
       43.5009104000       -13.8619406395         2.3449000866         1.3148683868         3.1437648359        -0.6076941434         0.6076941434         1.4146833754
       43.5054981000       -29.7241798336         2.2548911531         1.3276300211         3.1539723457        -0.2752575223         0.2752575223         1.4197857695
       43.5105605000       -27.3963426573         2.2589646026         1.3276300211         3.1463167133        -0.2752575223         0.2752575223         1.4197857695
       43.5154817000       -12.4676211250         2.3614438852         1.3199730405         3.1284535711        -0.4747194950         0.4747194950         1.4248881637
       43.5204947000        -8.4529454151         2.4090785811         1.3199730405         3.1233498162        -0.4747194950         0.4747194950         1.4248881637
       43.5255140000       -25.4397436317         2.2624073689         1.3327346748         3.1259016937        -0.1422828738         0.1422828738         1.4325417549
       43.5304518000       -24.2364654777         2.2645332758         1.3327346748         3.1233498162        -0.1422828738         0.1422828738         1.4325417549
       43.5355253000        -2.0317133973         2.4852674086         1.3199730405         3.1105904289        -0.4747194950         0.4747194950         1.4350929520
       43.5405631000       -23.2188063992         2.2663364158         1.3352870017         3.1131423064        -0.0757955496         0.0757955496         1.4350929520
       43.5455802000       -30.9783973270         2.2527064860         1.3403916554         3.1080385515         0.0571790988        -0.0571790988         1.4478489374
       43.5504924000       -14.6607785654         2.3354217615         1.3301823480         3.1105904289        -0.2087701981         0.2087701981         1.4504001345
       43.5555115000       -12.8952209003         2.3563703533         1.3301823480         3.0978310416        -0.2087701981         0.2087701981         1.4478489374
       43.5604914000       -11.1296632351         2.3773189451         1.3301823480         3.0978310416        -0.2087701981         0.2087701981         1.4529513315
       43.5655380000       -17.7646951406         2.2985933517         1.3352870017         3.0952791642        -0.0757955496         0.0757955496         1.4452977403
       43.5707859000       -42.3254652096         2.2332551509         1.3506009628         3.1003829191         0.3231283957        -0.3231283957         1.4452977403
       43.5755262000       -45.0581436340         2.2286532504         1.3506009628         3.0978310416         0.3231283957        -0.3231283957         1.4529513315
       43.5804757000       -26.7893481319         2.2600307911         1.3378393285         3.1080385515        -0.0093082254         0.0093082254         1.4504001345
       43.5855031000       -14.1097446444         2.3419598570         1.3301823480         3.0978310416        -0.2087701981         0.2087701981         1.4529513315
       43.5906725000        -3.9435974087         2.4625826340         1.3250776943         3.0978310416        -0.3417448465         0.3417448465         1.4708097111
       43.5957786000        11.5474036347         2.6463855556         1.3174207137         3.0952791642        -0.5412068192         0.5412068192         1.4810144994
       43.6004942000       -17.4779994265         2.3019950369         1.3378393285         3.0952791642        -0.0093082254         0.0093082254         1.4759121052
       43.6055299000        16.2030779874         2.7016257913         1.3174207137         3.0901754092        -0.5412068192         0.5412068192         1.4861168935
       43.6105001000        20.7800332086         2.7476152435         1.3174207137         3.0952791642        -0.5412068192         0.5412068192         1.4810144994
       43.6154978000         4.3555145032         2.5610527724         1.3301823480         3.0927272867        -0.2087701981         0.2087701981         1.4835656964
       43.6208863000        18.7219565242         2.7315126419         1.3225253674         3.0927272867        -0.4082321708         0.4082321708         1.4759121052
       43.6254702000         5.3731735818         2.5731274415         1.3327346748         3.0978310416        -0.1422828738         0.1422828738         1.4682585140
       43.6308417000         2.3761569504         2.5375674146         1.3352870017         3.0978310416        -0.0757955496         0.0757955496         1.4657073169
       43.6358579000        11.4177451638         2.6448471395         1.3301823480         3.0952791642        -0.2087701981         0.2087701981         1.4759121052
       43.6418444000         8.9830080436         2.6159586387         1.3327346748         3.0927272867        -0.1422828738         0.1422828738         1.4733609081
       43.6462052000        -6.6148929436         2.4308873341         1.3429439823         3.0978310416         0.1236664231        -0.1236664231         1.4759121052
       43.6508006000         9.1404463068         2.6178266660         1.3327346748         3.0927272867        -0.1422828738         0.1422828738         1.4708097111
       43.6558794000       -10.6577494658         2.3829182688         1.3454963091         3.1054866740         0.1901537473        -0.1901537473         1.4682585140
       43.6613610000         8.7356050587         2.6130231672         1.3327346748         3.0927272867        -0.1422828738         0.1422828738         1.4682585140
       43.6663490000       -11.0625907138         2.3781147700         1.3454963091         3.1003829191         0.1901537473        -0.1901537473         1.4682585140
       43.6716335000        -0.0698257600         2.5085454833         1.3378393285         3.0978310416        -0.0093082254         0.0093082254         1.4631561198
       43.6763484000        -8.3916961990         2.4098053118         1.3429439823         3.1029347965         0.1236664231        -0.1236664231         1.4657073169
       43.6807814000         7.3636430514         2.5967446437         1.3327346748         3.0927272867        -0.1422828738         0.1422828738         1.4657073169
       43.6855477000         8.5669212053         2.6110217094         1.3327346748         3.0876235318        -0.1422828738         0.1422828738         1.4657073169
       43.6904921000         9.7701993593         2.6252987751         1.3327346748         3.0927272867        -0.1422828738         0.1422828738         1.4733609081
       43.6954194000         2.5728879427         2.5399016557         1.3378393285         3.0978310416        -0.0093082254         0.0093082254         1.4631561198
       43.7005280000        11.0521966448         2.6405098545         1.3327346748         3.0927272867        -0.1422828738         0.1422828738         1.4733609081
       43.7054886000        -0.3454095571         2.5052756425         1.3403916554         3.0978310416         0.0571790988        -0.0571790988         1.4759121052
       43.7105490000        11.7719144191         2.6490494079         1.3327346748         3.0901754092        -0.1422828738         0.1422828738         1.4657073169
       43.7167747000        -3.8259865681         2.4639781033         1.3429439823         3.1029347965         0.1236664231        -0.1236664231         1.4682585140
       43.7204997000         3.5287631117         2.5512432500         1.3378393285         3.1029347965        -0.0093082254         0.0093082254         1.4682585140
       43.7254657000        -4.7931073273         2.4525030785         1.3429439823         3.1003829191         0.1236664231        -0.1236664231         1.4657073169
       43.7306563000         2.5616423524         2.5397682252         1.3378393285         3.0978310416        -0.0093082254         0.0093082254         1.4606049228
       43.7354738000        -1.5599333013         2.4908651462         1.3403916554         3.0978310416         0.0571790988        -0.0571790988         1.4682585140
       43.7404609000         6.3570958897         2.5848018190         1.3352870017         3.1054866740        -0.0757955496         0.0757955496         1.4606049228
       43.7455701000        -9.8030846088         2.3930589884         1.3454963091         3.1054866740         0.1901537473        -0.1901537473         1.4733609081
       43.7507901000       -11.4112040108         2.3739784239         1.3454963091         3.1029347965         0.1901537473        -0.1901537473         1.4657073169
       43.7555765000       -13.0193234128         2.3548978594         1.3454963091         3.1029347965         0.1901537473        -0.1901537473         1.4606049228
       43.7605183000        -2.0265584589         2.4853285727         1.3378393285         3.0978310416        -0.0093082254         0.0093082254         1.4682585140
       43.7654845000        -1.9478393274         2.4862625863         1.3378393285         3.0978310416        -0.0093082254         0.0093082254         1.4580537257
       43.7706783000       -14.4700045517         2.3376853222         1.3454963091         3.1054866740         0.1901537473        -0.1901537473         1.4606049228
       43.7756559000        -7.6775343831         2.4182789429         1.3403916554         3.0952791642         0.0571790988        -0.0571790988         1.4682585140
       43.7814236000        -3.9607999774         2.4623785231         1.3378393285         3.0978310416        -0.0093082254         0.0093082254         1.4631561198
       43.7856787000       -16.4829652018         2.3138012589         1.3454963091         3.0952791642         0.1901537473        -0.1901537473         1.4631561198
       43.7905613000       -13.8907898185         2.3445577870         1.3429439823         3.1029347965         0.1236664231        -0.1236664231         1.4708097111
       43.7968136000       -14.9366297093         2.3321487486         1.3429439823         3.1029347965         0.1236664231        -0.1236664231         1.4631561198
       43.8007920000       -20.1827643854         2.2717442357         1.3454963091         3.1029347965         0.1901537473        -0.1901537473         1.4657073169
       43.8062908000        -9.1899994315         2.4003333308         1.3378393285         3.0978310416        -0.0093082254         0.0093082254         1.4708097111
       43.8112690000        -9.1112803000         2.4012673445         1.3378393285         3.0952791642        -0.0093082254         0.0093082254         1.4708097111
       43.8162531000        -9.0325611684         2.4022013581         1.3378393285         3.0952791642        -0.0093082254         0.0093082254         1.4733609081
       43.8205137000        -8.9538420368         2.4031353718         1.3378393285         3.0952791642        -0.0093082254         0.0093082254         1.4606049228
       43.8254858000       -13.0754176906         2.3542322928         1.3403916554         3.0978310416         0.0571790988        -0.0571790988         1.4733609081
       43.8305918000       -13.5589780702         2.3484947804         1.3403916554         3.0952791642         0.0571790988        -0.0571790988         1.4657073169
       43.8355118000        -5.6419488792         2.4424314532         1.3352870017         3.0978310416        -0.0757955496         0.0757955496         1.4708097111
       43.8404844000        -5.0009502365         2.4500369929         1.3352870017         3.0901754092        -0.0757955496         0.0757955496         1.4682585140
       43.8455009000        -0.1596568084         2.5074796252         1.3327346748         3.0901754092        -0.1422828738         0.1422828738         1.4682585140
       43.8504765000        -7.3569682250         2.4220825057         1.3378393285         3.1029347965        -0.0093082254         0.0093082254         1.4682585140
       43.8558395000       -15.6788386641         2.3233423342         1.3429439823         3.1054866740         0.1236664231        -0.1236664231         1.4733609081
       43.8608585000         0.0765005863         2.5102816661         1.3327346748         3.0978310416        -0.1422828738         0.1422828738         1.4784633023
       43.8656470000         1.2797787403         2.5245587319         1.3327346748         3.0978310416        -0.1422828738         0.1422828738         1.4759121052
       43.8712132000        10.8836464648         2.6385099828         1.3276300211         3.0901754092        -0.2752575223         0.2752575223         1.4733609081
       43.8756636000        -3.5896955000         2.4667817302         1.3378393285         3.1054866740        -0.0093082254         0.0093082254         1.4708097111
       43.8808513000         9.0899079874         2.6172270217         1.3301823480         3.0901754092        -0.2087701981         0.2087701981         1.4708097111
       43.8857763000        19.2560552232         2.7378497986         1.3250776943         3.0927272867        -0.3417448465         0.3417448465         1.4810144994
       43.8905997000         9.5452875548         2.6226301647         1.3327346748         3.1029347965        -0.1422828738         0.1422828738         1.4759121052
       43.8965711000        23.3494500647         2.7507019813         1.3250776943         3.0978310416        -0.3417448465         0.3417448465         1.4886680906
