% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.338197V  K_gimbal=26.049690  samples=12001

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[rad/s]         Error[rad/s]           disturbance[V]      
       11.6705833000        20.9316481679         2.7477975735         1.3250776943         3.4321269888        -0.3417448465         0.3417448465         1.4733609081
       11.6755935000        19.6214700701         2.7421854975         1.3276300211         3.4295751113        -0.2752575223         0.2752575223         1.4657073169
       11.6812745000        -7.4527562506         2.4209459672         1.3454963091         3.4397826211         0.1901537473        -0.1901537473         1.4708097111
       11.6859872000         7.7403034885         2.6012137731         1.3352870017         3.4321269888        -0.0757955496         0.0757955496         1.4708097111
       11.6906913000        -8.4198770099         2.4094709425         1.3454963091         3.4423344986         0.1901537473        -0.1901537473         1.4682585140
       11.6967304000        -1.6274068413         2.4900645631         1.3403916554         3.4372307437         0.0571790988        -0.0571790988         1.4631561198
       11.7013013000        18.8905067056         2.7335125137         1.3276300211         3.4295751113        -0.2752575223         0.2752575223         1.4657073169
       11.7062799000         4.4171647407         2.5617842612         1.3378393285         3.4372307437        -0.0093082254         0.0093082254         1.4657073169
       11.7118099000        17.0967682282         2.7122295526         1.3301823480         3.4321269888        -0.2087701981         0.2087701981         1.4682585140
       11.7163103000         2.0611467521         2.5338297740         1.3403916554         3.4346788662         0.0571790988        -0.0571790988         1.4682585140
       11.7212664000         5.7778811578         2.5779293542         1.3378393285         3.4321269888        -0.0093082254         0.0093082254         1.4657073169
       11.7264314000         5.8566002894         2.5788633678         1.3378393285         3.4372307437        -0.0093082254         0.0093082254         1.4759121052
       11.7313420000        -2.4652701497         2.4801231963         1.3429439823         3.4423344986         0.1236664231        -0.1236664231         1.4657073169
       11.7357251000         9.0897743154         2.6172254356         1.3352870017         3.4346788662        -0.0757955496         0.0757955496         1.4631561198
