% Motor Triangle Wave Linearization Verification - Cycle Average
% Period      = 40.0 [sec]
% Cycles used = 3
% Fs          = 200 [Hz]
% N per cycle = 8000

Time[s]              Vcmd_ref_avg[V]      Omega_target_avg[rad/s] Omega_avg[rad/s]    
18.6300000000        0.6848882000         1.5805164992         1.8308392848        
18.6350000000        0.6824932500         1.5749896730         1.7865144020        
18.6400000000        0.6799832500         1.5691973460         1.8751641676        
18.6450000000        0.6774956833         1.5634567885         1.9194890505        
18.6500000000        0.6749948167         1.5576855384         1.6978646363        
18.6550000000        0.6724931167         1.5519123653         1.9416514918        
18.6600000000        0.6699928167         1.5461424230         1.8530017262        
18.6650000000        0.6674960167         1.5403805577         1.8308392848        
18.6700000000        0.6649950167         1.5346090000         2.1632759059        
18.6750000000        0.6624958000         1.5288415577         1.8530017262        
18.6800000000        0.6599944333         1.5230691538         1.7421895192        
18.6850000000        0.6574950333         1.5173012884         1.7865144020        
18.6900000000        0.6549955000         1.5115331153         1.7421895191        
18.6950000000        0.6524942333         1.5057609423         1.8530017262        
18.7000000000        0.6499928833         1.4999885769         1.6757021949        
18.7050000000        0.6474960667         1.4942266730         1.7643519606        
18.7100000000        0.6449954500         1.4884560000         1.8751641676        
18.7150000000        0.6424957333         1.4826874038         1.5870524293        
18.7200000000        0.6399962833         1.4769194231         1.8086768434        
18.7250000000        0.6374956500         1.4711487115         1.5427275465        
18.7300000000        0.6349941333         1.4653759615         1.6978646363        
18.7350000000        0.6324965167         1.4596122115         1.6757021949        
18.7400000000        0.6299932167         1.4538353461         1.6978646363        
18.7450000000        0.6274955667         1.4480715192         1.5205651051        
18.7500000000        0.6249934000         1.4422972692         1.6978646364        
18.7550000000        0.6224959000         1.4365337884         1.6757021949        
18.7600000000        0.6199930000         1.4307578461         1.7200270777        
18.7650000000        0.6174942833         1.4249915576         1.6313773121        
18.7700000000        0.6149958667         1.4192259615         1.4984026636        
18.7750000000        0.6124957000         1.4134563269         1.6313773121        
18.7800000000        0.6099957333         1.4076871538         1.8530017262        
18.7850000000        0.6074965333         1.4019197500         1.7643519606        
18.7900000000        0.6049934333         1.3961433461         1.7200270777        
18.7950000000        0.6024953500         1.3903785192         1.6092148707        
18.8000000000        0.5999938500         1.3846058076         1.6535397535        
18.8050000000        0.5974952833         1.3788398653         1.6535397535        
18.8100000000        0.5949869667         1.3730514230         1.4984026637        
18.8150000000        0.5924957333         1.3673024038         1.6313773121        
18.8200000000        0.5899839333         1.3615059229         1.6313773121        
18.8250000000        0.5874953167         1.3557629423         1.6978646363        
18.8300000000        0.5849877333         1.3499761922         1.6757021949        
18.8350000000        0.5824951833         1.3442241346         1.6313773121        
18.8400000000        0.5799924167         1.3384484999         1.6757021949        
18.8450000000        0.5774952167         1.3326857115         1.5205651051        
18.8500000000        0.5749923833         1.3269099230         1.2102909253        
18.8550000000        0.5724749167         1.3211003652         1.4540777808        
18.8600000000        0.5699951833         1.3153778846         1.4097528980        
18.8650000000        0.5674939167         1.3096057115         1.5205651051        
18.8700000000        0.5649940167         1.3038366923         1.5205651051        
18.8750000000        0.5624949333         1.2980695576         1.5427275465        
18.8800000000        0.5599921167         1.2922938076         1.4762402223        
18.8850000000        0.5574941833         1.2865293269         1.3432655738        
18.8900000000        0.5549916500         1.2807542307         1.4540777808        
18.8950000000        0.5524945000         1.2749915576         1.6313773121        
18.9000000000        0.5499916333         1.2692156923         1.4319153394        
18.9050000000        0.5474947167         1.2634535577         1.4984026636        
18.9100000000        0.5449922167         1.2576785384         1.4097528980        
18.9150000000        0.5424950000         1.2519157115         1.4762402222        
18.9200000000        0.5399909500         1.2461371153         1.3875904566        
18.9250000000        0.5374927333         1.2403719807         1.3875904566        
18.9300000000        0.5349950833         1.2346081538         1.2324533668        
18.9350000000        0.5324925833         1.2288331346         1.3875904566        
18.9400000000        0.5299930000         1.2230648461         1.3211031324        
18.9450000000        0.5274936000         1.2172969807         1.4762402222        
18.9500000000        0.5249922667         1.2115246538         1.3211031324        
18.9550000000        0.5224665167         1.2056959805         1.3432655738        
18.9600000000        0.5199911667         1.1999836153         1.2546158082        
18.9650000000        0.5174903167         1.1942124038         1.3432655738        
18.9700000000        0.5149945000         1.1884528077         1.4097528980        
18.9750000000        0.5124906000         1.1826745576         1.3875904566        
18.9800000000        0.5099944833         1.1769142692         1.3432655738        
18.9850000000        0.5074955833         1.1711475577         1.3875904566        
18.9900000000        0.5049945500         1.1653759230         1.2767782496        
18.9950000000        0.5024921167         1.1596010576         1.3875904566        
19.0000000000        0.4999922000         1.1538320000         1.2324533668        
19.0050000000        0.4974929167         1.1480644038         1.3654280152        
19.0100000000        0.4949936167         1.1422967692         1.4319153395        
19.0150000000        0.4924936333         1.1365275576         1.2324533668        
19.0200000000        0.4899934500         1.1307578846         1.3875904566        
19.0250000000        0.4874900833         1.1249808653         1.3211031324        
19.0300000000        0.4849930833         1.1192185384         1.2767782496        
19.0350000000        0.4824914167         1.1134454422         1.2767782496        
19.0400000000        0.4799946500         1.1076836538         1.2546158082        
19.0450000000        0.4773398167         1.1015570949         1.2989406910        
19.0500000000        0.4749935000         1.0961425000         1.1659660425        
19.0550000000        0.4724920667         1.0903699422         1.4097528980        
19.0600000000        0.4699930000         1.0846028461         1.3211031324        
19.0650000000        0.4674908667         1.0788286730         1.2102909254        
19.0700000000        0.4649908333         1.0730593461         1.3432655738        
19.0750000000        0.4624914167         1.0672914423         1.3211031324        
19.0800000000        0.4599920333         1.0615236153         1.2767782496        
19.0850000000        0.4574933333         1.0557573653         1.2767782496        
19.0900000000        0.4549666833         1.0499266151         1.1438036011        
19.0950000000        0.4524918667         1.0442154807         1.1438036011        
19.1000000000        0.4499837167         1.0384274229         1.3654280152        
19.1050000000        0.4474952167         1.0326847115         1.1881284839        
19.1100000000        0.4449941667         1.0269130384         1.1659660425        
19.1150000000        0.4424927500         1.0211405192         1.2546158082        
19.1200000000        0.4399074833         1.0151744993         1.3432655738        
19.1250000000        0.4374930000         1.0096025961         1.2767782495        
19.1300000000        0.4349589833         1.0037548458         1.1659660425        
19.1350000000        0.4324926000         0.9980631730         1.2102909254        
19.1400000000        0.4299436333         0.9921809227         1.0108289526        
19.1450000000        0.4274957333         0.9865319038         1.1881284840        
19.1500000000        0.4249926333         0.9807554999         1.0329913941        
19.1550000000        0.4224930833         0.9749872884         1.2546158082        
19.1600000000        0.4199937667         0.9692196153         1.2102909253        
19.1650000000        0.4174934500         0.9634496346         1.1881284839        
19.1700000000        0.4149938167         0.9576812307         1.1881284839        
19.1750000000        0.4124938833         0.9519121346         1.4097528980        
19.1800000000        0.4099955500         0.9461467307         1.1438036011        
19.1850000000        0.4074947000         0.9403755192         1.2989406910        
19.1900000000        0.4049930000         0.9346023461         1.2102909253        
19.1950000000        0.4024946667         0.9288369423         1.1881284839        
19.2000000000        0.3999923000         0.9230622307         1.2102909253        
19.2050000000        0.3974942333         0.9172974423         1.2989406910        
19.2100000000        0.3949922333         0.9115235769         1.0773162769        
19.2150000000        0.3924945833         0.9057597500         1.0994787183        
19.2200000000        0.3899931500         0.8999871923         1.0994787183        
19.2250000000        0.3874948833         0.8942219423         1.1881284840        
19.2300000000        0.3849945167         0.8884518461         1.1216411597        
19.2350000000        0.3824954500         0.8826847500         1.0551538355        
19.2400000000        0.3799926833         0.8769091153         1.0773162769        
19.2450000000        0.3774950167         0.8711452500         1.0329913941        
19.2500000000        0.3749407667         0.8652508072         1.0994787183        
19.2550000000        0.3724950000         0.8596067115         1.0551538355        
19.2600000000        0.3699777167         0.8537975767         1.0994787183        
19.2650000000        0.3674948667         0.8480679038         1.1216411597        
19.2700000000        0.3649937500         0.8422960769         1.1438036011        
19.2750000000        0.3624962667         0.8365326346         1.2102909253        
19.2800000000        0.3599945000         0.8307593076         0.8113669800        
19.2850000000        0.3574959333         0.8249933653         1.1881284839        
19.2900000000        0.3549934333         0.8192183461         1.1216411597        
19.2950000000        0.3524962167         0.8134555192         1.0994787183        
19.3000000000        0.3499939000         0.8076809230         0.9221791870        
19.3050000000        0.3474951833         0.8019146346         1.0551538355        
19.3100000000        0.3449956833         0.7961465385         1.1438036011        
19.3150000000        0.3424909667         0.7903664038         0.7227172143        
19.3200000000        0.3399954500         0.7846074999         0.9221791870        
19.3250000000        0.3374782833         0.7787986344         0.8556918628        
19.3300000000        0.3349963333         0.7730710384         0.9886665113        
19.3350000000        0.3324953167         0.7672994423         0.9443416284        
19.3400000000        0.3299951000         0.7615296923         0.9221791870        
19.3450000000        0.3274964333         0.7557635192         0.9221791870        
19.3500000000        0.3249890000         0.7499771153         0.9665040698        
19.3550000000        0.3224903667         0.7442110191         1.0329913941        
19.3600000000        0.3199871833         0.7384344230         1.0329913941        
19.3650000000        0.3174827833         0.7326550191         1.0773162769        
19.3700000000        0.3149950333         0.7269140384         1.0108289527        
19.3750000000        0.3124735000         0.7210950959         0.8778543042        
19.3800000000        0.3099940833         0.7153733461         0.9886665113        
19.3850000000        0.3074744000         0.7095586729         1.0994787183        
19.3900000000        0.3049914333         0.7038287307         0.9443416285        
19.3950000000        0.3024219833         0.6978992109         0.9886665113        
19.4000000000        0.2999939000         0.6922959230         1.0329913941        
19.4050000000        0.2974939500         0.6865267884         0.9665040699        
19.4100000000        0.2949931833         0.6807557692         0.9443416285        
19.4150000000        0.2924952167         0.6749912115         0.9443416284        
19.4200000000        0.2899943500         0.6692199615         0.8556918628        
19.4250000000        0.2874919833         0.6634452499         0.9000167456        
19.4300000000        0.2849924667         0.6576771153         0.8556918628        
19.4350000000        0.2824916167         0.6519059038         0.8113669800        
19.4400000000        0.2799940833         0.6461423461         0.8113669800        
19.4450000000        0.2774937167         0.6403722500         0.8556918628        
19.4500000000        0.2749922167         0.6345995384         1.0773162769        
19.4550000000        0.2724931833         0.6288325192         0.7448796557        
19.4600000000        0.2699928833         0.6230625769         0.6562298901        
19.4650000000        0.2674950333         0.6172982884         0.8778543042        
19.4700000000        0.2649912833         0.6115203846         0.9886665113        
19.4750000000        0.2624905667         0.6057494807         0.7892045385        
19.4800000000        0.2599924500         0.5999845769         0.9000167456        
19.4850000000        0.2574915167         0.5942131730         0.7892045386        
19.4900000000        0.2549915333         0.5884439615         0.7892045386        
19.4950000000        0.2524925833         0.5826771346         0.7892045386        
19.5000000000        0.2499901000         0.5769021538         0.8335294214        
19.5050000000        0.2474912167         0.5711354807         0.8335294214        
19.5100000000        0.2449922000         0.5653684999         0.8113669800        
19.5150000000        0.2424936000         0.5596024807         0.6340674487        
19.5200000000        0.2399926000         0.5538309230         0.6119050073        
19.5250000000        0.2374910833         0.5480581730         0.7448796557        
19.5300000000        0.2349914833         0.5422898461         0.6119050073        
19.5350000000        0.2324912667         0.5365200961         0.5232552417        
19.5400000000        0.2299956833         0.5307610384         0.7227172143        
19.5450000000        0.2274927667         0.5249850576         0.6340674487        
19.5500000000        0.2249935167         0.5192175384         0.6340674487        
19.5550000000        0.2224901833         0.5134405961         0.5010928002        
19.5600000000        0.2199918500         0.5076751923         0.6562298901        
19.5650000000        0.2174924000         0.5019072115         0.5897425659        
19.5700000000        0.2149945833         0.4961430000         0.4346054760        
19.5750000000        0.2124902167         0.4903636730         0.7448796557        
19.5800000000        0.2099944667         0.4846042307         0.7227172143        
19.5850000000        0.2074915500         0.4788282499         0.6783923315        
19.5900000000        0.2049495667         0.4729621150         0.6562298901        
19.5950000000        0.2024918500         0.4672904422         0.8335294214        
19.6000000000        0.1999938833         0.4615258846         0.7227172143        
19.6050000000        0.1974905167         0.4557488653         0.6783923315        
19.6100000000        0.1949932000         0.4499858076         0.7448796557        
19.6150000000        0.1924942167         0.4442189038         0.5897425659        
19.6200000000        0.1899794333         0.4384155383         0.7005547729        
19.6250000000        0.1874954167         0.4326831730         0.6562298901        
19.6300000000        0.1849914000         0.4269046538         0.7005547729        
19.6350000000        0.1824954333         0.4211447115         0.7227172143        
19.6400000000        0.1799696667         0.4153159998         0.6783923315        
19.6450000000        0.1774585833         0.4095211728         0.8556918628        
19.6500000000        0.1749815000         0.4038048076         0.5675801245        
19.6550000000        0.1724938000         0.3980639423         0.6562298901        
19.6600000000        0.1699931167         0.3922931153         0.6119050073        
19.6650000000        0.1674941000         0.3865261346         0.5675801245        
19.6700000000        0.1649897833         0.3807469230         0.6119050073        
19.6750000000        0.1624941167         0.3749876730         0.6562298901        
19.6800000000        0.1599959500         0.3692226538         0.6119050073        
19.6850000000        0.1574940500         0.3634490192         0.4789303588        
19.6900000000        0.1549940167         0.3576796923         0.6340674487        
19.6950000000        0.1524948667         0.3519124038         0.4346054760        
19.7000000000        0.1499943667         0.3461420000         0.6562298901        
19.7050000000        0.1474868333         0.3403553653         0.7892045386        
19.7100000000        0.1449958000         0.3346068077         0.6562298901        
19.7150000000        0.1424928000         0.3288306345         0.6119050073        
19.7200000000        0.1399781500         0.3230275767         0.5897425659        
19.7250000000        0.1374918667         0.3172899807         0.5010928002        
19.7300000000        0.1349954167         0.3115289231         0.5675801245        
19.7350000000        0.1324952667         0.3057593269         0.5897425659        
19.7400000000        0.1299958000         0.2999913077         0.5675801245        
19.7450000000        0.1274962500         0.2942230961         0.6119050073        
19.7500000000        0.1249948333         0.2884505769         0.9000167456        
19.7550000000        0.1224928000         0.2826766346         0.4789303589        
19.7600000000        0.1199928667         0.2769075384         0.5232552417        
19.7650000000        0.1174929167         0.2711384038         0.5232552417        
19.7700000000        0.1149925000         0.2653681923         0.4789303588        
19.7750000000        0.1124919667         0.2595977115         0.6119050073        
19.7800000000        0.1099928500         0.2538304999         0.5897425659        
19.7850000000        0.1074925500         0.2480605576         0.5675801245        
19.7900000000        0.1049926667         0.2422915769         0.6562298901        
19.7950000000        0.1024900000         0.2365161730         0.3681181518        
19.8000000000        0.0999929167         0.2307536538         0.5897425659        
19.8050000000        0.0974368167         0.2248549418         0.5454176831        
19.8100000000        0.0949957500         0.2192216923         0.5897425659        
19.8150000000        0.0924956500         0.2134522115         0.2573059448        
19.8200000000        0.0899940667         0.2076793076         0.4124430346        
19.8250000000        0.0874952000         0.2019126730         0.5010928002        
19.8300000000        0.0849925000         0.1961371922         0.3902805932        
19.8350000000        0.0824938833         0.1903711346         0.5232552417        
19.8400000000        0.0799923333         0.1845983076         0.4346054760        
19.8450000000        0.0774949667         0.1788351346         0.3237932690        
19.8500000000        0.0749934333         0.1730623461         0.4789303588        
19.8550000000        0.0724947667         0.1672961730         0.4789303588        
19.8600000000        0.0699106833         0.1613328839         0.4346054760        
19.8650000000        0.0674951833         0.1557586346         0.3459557104        
19.8700000000        0.0649950333         0.1499890384         0.3237932690        
19.8750000000        0.0624963500         0.1442228269         0.2573059448        
19.8800000000        0.0599958000         0.1384523076         0.4567679174        
19.8850000000        0.0574952833         0.1326818653         0.3459557104        
19.8900000000        0.0549950167         0.1269119999         0.3237932690        
19.8950000000        0.0524954000         0.1211436346         0.3459557104        
19.9000000000        0.0499953667         0.1153743077         0.5675801245        
19.9050000000        0.0474951000         0.1096044423         0.2794683862        
19.9100000000        0.0449944167         0.1038336153         0.2573059448        
19.9150000000        0.0424933000         0.0980617884         0.2794683861        
19.9200000000        0.0399931833         0.0922922692         0.2351435033        
19.9250000000        0.0374956333         0.0865286730         0.2351435034        
19.9300000000        0.0349938333         0.0807552692         0.1021688549        
19.9350000000        0.0324932500         0.0749846730         -0.0751306764       
19.9400000000        0.0299935167         0.0692160384         0.0578439721        
19.9450000000        0.0274587667         0.0633665958         -0.0086433522       
19.9500000000        0.0249926667         0.0576755769         0.0356815307        
19.9550000000        0.0224934833         0.0519082115         -0.0529682349       
19.9600000000        0.0199918667         0.0461352307         -0.1416180006       
19.9650000000        0.0174930333         0.0403686730         -0.0529682350       
19.9700000000        0.0149929833         0.0345993076         0.0135190893        
19.9750000000        0.0124946333         0.0288338654         -0.0529682350       
19.9800000000        0.0099842000         0.0230405383         -0.0972931178       
19.9850000000        0.0066716000         0.0153960513         -0.0086433521       
19.9900000000        0.0046599833         0.0107538435         0.1021688549        
19.9950000000        0.0024966833         0.0057615961         0.0578439721        
20.0000000000        -0.0000125500        -0.0000289616        0.0356815307        
20.0050000000        -0.0025047000        -0.0057800962        0.0800064135        
20.0100000000        -0.0050036000        -0.0115468077        0.1464937377        
20.0150000000        -0.0075043333        -0.0173177500        0.0135190893        
20.0200000000        -0.0100049833        -0.0230885000        0.1021688549        
20.0250000000        -0.0125050667        -0.0288579423        -0.1194555592       
20.0300000000        -0.0150045333        -0.0346259616        0.1021688549        
20.0350000000        -0.0175068000        -0.0404004424        0.0135190893        
20.0400000000        -0.0200069167        -0.0461699616        -0.0972931178       
20.0450000000        -0.0225047500        -0.0519342116        -0.0972931178       
20.0500000000        -0.0250054500        -0.0577050769        -0.0751306764       
20.0550000000        -0.0275074000        -0.0634788270        -0.0308057935       
20.0600000000        -0.0300046833        -0.0692418077        0.1464937377        
20.0650000000        -0.0325061667        -0.0750144808        0.0578439721        
20.0700000000        -0.0350054667        -0.0807821154        0.1243312963        
20.0750000000        -0.0375066167        -0.0865540193        -0.0751306764       
20.0800000000        -0.0400045500        -0.0923185000        -0.0529682350       
20.0850000000        -0.0425079833        -0.0980956731        -0.0529682350       
20.0900000000        -0.0450049167        -0.1038578462        0.0578439721        
20.0950000000        -0.0475075667        -0.1096332116        0.0135190893        
20.1000000000        -0.0500067667        -0.1154006154        0.0135190893        
20.1050000000        -0.0525067000        -0.1211697116        0.0800064135        
20.1100000000        -0.0550051833        -0.1269354616        -0.1194555592       
20.1150000000        -0.0575064667        -0.1327076731        -0.0529682350       
20.1200000000        -0.0600046833        -0.1384728077        -0.4075672975       
20.1250000000        -0.0625064500        -0.1442461347        -1.1832527468       
20.1300000000        -0.0650053000        -0.1500127308        -0.4297297389       
20.1350000000        -0.0675050167        -0.1557813270        -1.0059532155       
20.1400000000        -0.0700053000        -0.1615512308        -0.7843288014       
20.1450000000        -0.0725064833        -0.1673232116        -0.6070292702       
20.1500000000        -0.0750049667        -0.1730889616        -0.8951410085       
20.1550000000        -0.0775062333        -0.1788611347        -0.7178414773       
20.1600000000        -0.0800057000        -0.1846291539        -0.8064912429       
20.1650000000        -0.0825060500        -0.1903992116        -0.8286536843       
20.1700000000        -0.0850047833        -0.1961655385        -0.7400039186       
20.1750000000        -0.0875059667        -0.2019375193        -0.8064912429       
20.1800000000        -0.0900053500        -0.2077053462        -0.5627043874       
20.1850000000        -0.0925075500        -0.2134796731        -0.8286536843       
20.1900000000        -0.0950047833        -0.2192425385        -0.6070292702       
20.1950000000        -0.0975067667        -0.2250163654        -0.6513541530       
20.2000000000        -0.1000138500        -0.2308019616        -0.6735165944       
20.2050000000        -0.1025055333        -0.2365520193        -0.6513541530       
20.2100000000        -0.1050051333        -0.2423203462        -0.5848668288       
20.2150000000        -0.1075039833        -0.2480869423        -0.4518921803       
20.2200000000        -0.1100059833        -0.2538608077        -0.4518921803       
20.2250000000        -0.1125077500        -0.2596341347        -0.2524302077       
20.2300000000        -0.1150050833        -0.2653972308        -0.2302677662       
20.2350000000        -0.1175078000        -0.2711727501        -0.4962170632       
20.2400000000        -0.1200055167        -0.2769367308        -0.4962170632       
20.2450000000        -0.1225056333        -0.2827062500        -0.1194555592       
20.2500000000        -0.1250067667        -0.2884781155        -0.0972931178       
20.2550000000        -0.1275066167        -0.2942470193        -0.2967550905       
20.2600000000        -0.1300067667        -0.3000166154        0.0135190892        
20.2650000000        -0.1325051333        -0.3057820962        -0.1637804420       
20.2700000000        -0.1350225500        -0.3115915387        -0.1416180006       
20.2750000000        -0.1375075500        -0.3173261731        -0.1194555592       
20.2800000000        -0.1400379833        -0.3231656541        -0.1859428834       
20.2850000000        -0.1425058833        -0.3288608270        -0.0972931178       
20.2900000000        -0.1450076833        -0.3346342308        0.1686561791        
20.2950000000        -0.1475048167        -0.3403968654        -0.0529682350       
20.3000000000        -0.1500553500        -0.3462827312        -0.1416180006       
20.3050000000        -0.1525066833        -0.3519396731        0.0578439721        
20.3100000000        -0.1550336833        -0.3577712310        -0.0972931178       
20.3150000000        -0.1575046667        -0.3634735193        0.0356815307        
20.3200000000        -0.1600061833        -0.3692462693        -0.0086433521       
20.3250000000        -0.1625062000        -0.3750155577        -0.0308057935       
20.3300000000        -0.1650058167        -0.3807839231        -0.0086433522       
20.3350000000        -0.1675050167        -0.3865513270        -0.0086433522       
20.3400000000        -0.1700055000        -0.3923216923        0.0800064135        
20.3450000000        -0.1725046833        -0.3980890577        -0.0308057936       
20.3500000000        -0.1750058667        -0.4038610385        -0.2081053249       
20.3550000000        -0.1775053000        -0.4096289808        -0.0308057936       
20.3600000000        -0.1800057333        -0.4153992308        -0.0751306764       
20.3650000000        -0.1825040833        -0.4211646731        -0.1416180006       
20.3700000000        -0.1850056500        -0.4269375385        -0.0972931178       
20.3750000000        -0.1875047833        -0.4327047885        -0.0529682349       
20.3800000000        -0.1900051333        -0.4384748462        -0.0751306764       
20.3850000000        -0.1925056667        -0.4442453270        -0.0751306764       
20.3900000000        -0.1950063167        -0.4500160770        0.0356815307        
20.3950000000        -0.1975042333        -0.4557805193        -0.3632424147       
20.4000000000        -0.2000073000        -0.4615568462        -0.0972931178       
20.4050000000        -0.2025045333        -0.4673197116        -0.1859428834       
20.4100000000        -0.2050068833        -0.4730943847        -0.1637804420       
20.4150000000        -0.2075051333        -0.4788595962        -0.0751306764       
20.4200000000        -0.2100048167        -0.4846281154        -0.0308057935       
20.4250000000        -0.2125045000        -0.4903966346        -0.1416180006       
20.4300000000        -0.2150163167        -0.4961931540        -0.2302677662       
20.4350000000        -0.2175047833        -0.5019357885        -0.1637804420       
20.4400000000        -0.2200070667        -0.5077103077        -0.1416180006       
20.4450000000        -0.2225059667        -0.5134770193        -0.0529682350       
20.4500000000        -0.2250071167        -0.5192489231        -0.1637804420       
20.4550000000        -0.2275047167        -0.5250126347        0.0356815307        
20.4600000000        -0.2300074833        -0.5307882693        -0.3410799733       
20.4650000000        -0.2325049667        -0.5365517116        -0.2967550905       
20.4700000000        -0.2350059500        -0.5423232308        -0.2745926491       
20.4750000000        -0.2375044333        -0.5480889808        -0.4075672975       
20.4800000000        -0.2400131000        -0.5538782309        -0.3410799733       
20.4850000000        -0.2425070500        -0.5596335193        -0.3189175319       
20.4900000000        -0.2450080667        -0.5654051154        -0.3632424147       
20.4950000000        -0.2475064833        -0.5711707116        -0.4297297389       
20.5000000000        -0.2500088000        -0.5769453078        -0.3410799733       
20.5050000000        -0.2525065833        -0.5827094424        -0.3854048561       
20.5100000000        -0.2550083833        -0.5884828462        -0.3632424147       
20.5150000000        -0.2575175833        -0.5942733271        -0.5405419460       
20.5200000000        -0.2600044167        -0.6000121923        -0.4740546218       
20.5250000000        -0.2625069667        -0.6057873270        -0.4740546217       
20.5300000000        -0.2650073000        -0.6115573462        -0.4075672975       
20.5350000000        -0.2675072833        -0.6173265577        -0.4075672975       
20.5400000000        -0.2700073667        -0.6230960001        -0.4962170632       
20.5450000000        -0.2725259667        -0.6289081733        -0.4740546217       
20.5500000000        -0.2750068167        -0.6346332308        -0.4740546218       
20.5550000000        -0.2775057500        -0.6404000193        -0.6956790358       
20.5600000000        -0.2800043333        -0.6461660000        -0.6070292702       
20.5650000000        -0.2825052000        -0.6519372500        -0.4518921803       
20.5700000000        -0.2850057000        -0.6577076539        -0.3632424147       
20.5750000000        -0.2875067167        -0.6634792500        -0.3854048561       
20.5800000000        -0.2900832833        -0.6694251930        -0.5848668288       
20.5850000000        -0.2925071500        -0.6750187501        -0.5405419460       
20.5900000000        -0.2950747667        -0.6809440391        -0.3854048561       
20.5950000000        -0.2975056000        -0.6865536731        -0.5848668288       
20.6000000000        -0.3000081333        -0.6923287693        -0.5183795046       
20.6050000000        -0.3025062667        -0.6980937116        -0.4518921803       
20.6100000000        -0.3050050500        -0.7038601539        -0.4740546217       
20.6150000000        -0.3075113500        -0.7096439424        -0.4518921803       
20.6200000000        -0.3100038333        -0.7153958462        -0.5405419460       
20.6250000000        -0.3125066667        -0.7211716347        -0.4075672975       
20.6300000000        -0.3150044833        -0.7269358462        -0.4297297389       
20.6350000000        -0.3175042500        -0.7327045577        -0.4297297389       
20.6400000000        -0.3200247000        -0.7385210002        -0.4740546217       
20.6450000000        -0.3225041167        -0.7442427500        -0.4740546218       
20.6500000000        -0.3250037833        -0.7500112308        -0.5183795046       
20.6550000000        -0.3275049000        -0.7557830577        -0.4297297389       
20.6600000000        -0.3300043333        -0.7615510000        -0.3410799733       
20.6650000000        -0.3325078500        -0.7673283655        -0.4297297389       
20.6700000000        -0.3350080667        -0.7730981154        -0.4518921803       
20.6750000000        -0.3375060833        -0.7788627885        -0.4297297389       
20.6800000000        -0.3400043333        -0.7846280000        -0.2745926491       
20.6850000000        -0.3425264333        -0.7904482502        -0.4297297389       
20.6900000000        -0.3450045667        -0.7961670385        -0.6513541530       
20.6950000000        -0.3475045833        -0.8019363269        -0.5627043874       
20.7000000000        -0.3500347667        -0.8077752310        -0.5627043874       
20.7050000000        -0.3525055000        -0.8134769423        -0.6735165944       
20.7100000000        -0.3550062500        -0.8192479231        -0.6291917116       
20.7150000000        -0.3575049667        -0.8250142116        -0.6291917116       
20.7200000000        -0.3600060167        -0.8307858846        -0.6735165944       
20.7250000000        -0.3625067333        -0.8365567885        -0.6735165944       
20.7300000000        -0.3650059833        -0.8423243077        -0.7400039187       
20.7350000000        -0.3675070333        -0.8480959808        -0.6070292702       
20.7400000000        -0.3700065833        -0.8538641923        -0.8729785671       
20.7450000000        -0.3725064167        -0.8596330578        -0.6956790358       
20.7500000000        -0.3750079833        -0.8654059232        -0.8064912429       
20.7550000000        -0.3775056333        -0.8711697500        -0.8286536843       
20.7600000000        -0.3800073333        -0.8769429231        -0.9173034499       
20.7650000000        -0.3825075000        -0.8827125578        -0.9837907742       
20.7700000000        -0.3850054500        -0.8884770770        -0.7621663600       
20.7750000000        -0.3875049500        -0.8942451731        -0.8951410085       
20.7800000000        -0.3900043333        -0.9000130001        -0.6956790358       
20.7850000000        -0.3925046833        -0.9057830577        -0.8729785671       
20.7900000000        -0.3950043333        -0.9115515000        -0.4962170631       
20.7950000000        -0.3975276500        -0.9173745579        -0.7400039186       
20.8000000000        -0.4000053167        -0.9230922693        -0.7178414772       
20.8050000000        -0.4025050167        -0.9288608270        -0.7178414772       
20.8100000000        -0.4050078167        -0.9346365385        -1.1167654226       
20.8150000000        -0.4075053833        -0.9404001731        -0.6513541530       
20.8200000000        -0.4100047333        -0.9461679231        -0.6956790358       
20.8250000000        -0.4125038333        -0.9519350962        -0.5405419460       
20.8300000000        -0.4150064833        -0.9577104616        -0.7621663601       
20.8350000000        -0.4175043333        -0.9634747500        -0.7843288014       
20.8400000000        -0.4200045167        -0.9692444231        -0.6735165944       
20.8450000000        -0.4225036667        -0.9750117115        -0.6735165944       
20.8500000000        -0.4250040000        -0.9807817308        -0.7400039186       
20.8550000000        -0.4275037833        -0.9865504808        -0.6070292702       
20.8600000000        -0.4300038667        -0.9923199231        -0.7178414772       
20.8650000000        -0.4325038000        -0.9980890193        -0.7178414772       
20.8700000000        -0.4350038000        -1.0038582692        -0.8508161257       
20.8750000000        -0.4375030333        -1.0096257500        -0.5848668288       
20.8800000000        -0.4400234167        -1.0154420387        -0.7843288014       
20.8850000000        -0.4425054000        -1.0211697116        -0.6070292702       
20.8900000000        -0.4450038167        -1.0269353077        -0.8508161257       
20.8950000000        -0.4475033333        -1.0327034423        -0.6956790358       
20.9000000000        -0.4500033333        -1.0384726924        -0.8286536843       
20.9050000000        -0.4525041500        -1.0442438269        -0.5848668288       
20.9100000000        -0.4550040167        -1.0500127693        -0.8286536843       
20.9150000000        -0.4575041167        -1.0557822500        -0.8064912429       
20.9200000000        -0.4601154000        -1.0618083086        -0.7400039186       
